NRE,MUNICIPIO,CODMEC,ESTABELECIMENTO,STATUS
NUCLEO REG. EDUCACAO - LONDRINA                             ,PRIMEIRO DE MAIO,41022050,"CASTELO BRANCO, C E MAL-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41146069,CEEBJA DE LONDRINA - EF M,Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,IBIPORA,41029283,CEEBJA DR FRANCISCO G BELTRAO-EF M,Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41357566,CEEBJA HERBERT DE SOUZA-E F M,Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41146050,CEEBJA PROF MANOEL MACHADO-EF M,Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,IBIPORA,41168313,CEEP PROFA ELEUZA MARIA A SEMPREBOM,Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41030265,"CELIA M DE OLIVEIRA, C E C-M PROF-EF M P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031970,CENTRO EST EDU PROF P MARIA R CASTALDI,Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41030397,"CLEIA GODOY F SILVA, C E PROFA-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41030630,"DARIO VELLOZO, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031407,"DEA ALVARENGA, C E PROF-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,GUARACI,41019857,"EMILIO DE MENEZES, E E-EF",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,CAMBE,41028570,"ERICO VERISSIMO, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,FLORESTOPOLIS,41021665,"EUDICE R OLIVEIRA, C E PROF-EI EF M P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41030877,"EUZEBIO B DE MENEZES, C E CAP-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41030966,"FERNANDO DE B PINTO, C E C-M DR-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,ROLANDIA,41033558,"FRANCISCO VILLANUEVA,C E C-M PROF-EF M P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031059,"GABRIEL C MARTINS, C E DR-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,FLORESTOPOLIS,41144015,"GENESIO F DA ROCHA, CEEBJA-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,CAMBE,41028716,"GERALDO FERNANDES, C E D-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41030800,"HEBER S VARGAS, C E C-M PROF DR-EF M P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,CAMBE,41028732,"HELENA KOLODY, C E C-M PROF-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031237,"HUGO SIMAS, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031253,"HUMBERTO P COUTINHO, C E C-M-E F M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031318,INST ED EST DE LONDRINA -EF ETI EM N P,Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031288,"INST LOND EDUC SURDOS, C E-EI EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031393,"JARDIM ELDORADO, DO E E-EF",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,IBIPORA,41029305,"JARDIM SAN RAFAEL, C E DO-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,BELA VISTA DO PARAISO,41021436,"JAYME CANET, C E - EM N ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,TAMARANA,41030010,"JOAO KAVAGTAN VERGILIO, E E I-EI EF",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41358872,"JOAO R DA SILVA, E E C-M PROF-EF",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031423,"JOAO SAMPAIO, C E-E F M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031520,"JOSE A ARAGAO, C A P DA UEL PROF-EFMP",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,ROLANDIA,41152913,"JOSE ALEX CHIARELLI, C E C-M PROF-EF M P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41030460,"JOSE CARLOS PINOTTI, C E PROF-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031547,"JOSE DE ANCHIETA, C E-EF M ETI P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,ROLANDIA,41033604,"JOSE HERIONS, C E PE-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,CENTENARIO DO SUL,41019504,"JOSE PIRES, C E PE-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41030451,"JOSEMARIA ESCRIVA, C E C-M MONS-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,PRADO FERREIRA,41021827,"JULIA WANDERLEY, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031679,"KAZUCO OHARA, E E PROF-EF ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,ROLANDIA,41033612,"KENNEDY, C E C-M PRES-EF M PROF NORMAL",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031709,"LAURO G DA V PESSOA, E E C-M PROF-EF",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,ROLANDIA,41033620,"LAURO P TAVARES, C E C-M DR-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,CAMBE,41028864,"LEOPOLDINO L FERREIRA, E E DR-EF",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031750,"LUCIA B LISBOA, C E PROFA-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031806,"MACHADO DE ASSIS, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,SERTANOPOLIS,41022351,"MACHADO DE ASSIS, C E-EF M PROF",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LUPIONOPOLIS,41020251,"MACHADO DE ASSIS, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,PORECATU,41021932,"MALVINO DE OLIVEIRA, C E PRF-EF M ETI P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,CAMBE,41028902,"MANUEL BANDEIRA, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41384636,"MARAVILHA, C E DE-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031857,"MARCELINO CHAMPAGNAT, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031873,"MARGARIDA B LISBOA, C E C-M PROFA-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41157087,"MARIA AP ROSIGNOL FRANCIOSI, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,TAMARANA,41031911,"MARIA C DE ALCANTARA, C E PROFA-EF M P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41163893,"MARIA DO CARMO AMBROZIO, C E PROFA-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41377575,"MARIA HELENA DAVATZ, C E PROFA-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031946,"MARIA J B AGUILERA, CE PROFA-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,SERTANOPOLIS,41022416,"MONTEIRO LOBATO, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41032225,"NEWTON GUIMARAES, C E C-M PROF-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41032241,"NILO PECANHA, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,JAGUAPITA,41020073,"NILSON RIBAS, C E DR-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41032292,"NOSSA SRA LOURDES, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,PITANGUEIRAS,41033477,"ODETE BORGES BOTELHO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,CAMBE,41028988,"OLAVO BILAC, C E-EF M N ETI P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,IBIPORA,41029356,"OLAVO BILAC, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41032438,"OLAVO FERREIRA DA SILVA, CE DR-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41032446,"OLYMPIA M TORMENTA, C E C-M PROF-EF M P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41597915,"PATRIMONIO REGINA, C E C-M DO-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41030478,"PAULO FREIRE, C E PROF-E F M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41031148,"PAULO S BARTHOLOMEU, C E PROF-E F M P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41159594,"POL MILITAR DO PARANA, 2 C- EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41032683,"POLIVALENTE, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,PORECATU,41021983,"RICARDO LUNARDELLI, C E-EI EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41356136,"RINA M D J FRANCOVIG, CE PROFA-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41032853,"RIO BRANCO, C E C-M BAR DO-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41381580,"ROSELI PIOTTO ROEHRIG, C E PROFA-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,TAMARANA,41032896,"ROSENO VOKRIG CARDOSO, E E I-EI EF",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41032934,"SAGRADA FAMILIA, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,CAMBE,41029100,"SAO JOSE, E E-EF ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,ROLANDIA,41033817,"SOUZA NAVES, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,IBIPORA,41029402,"TEOTHONIO B VILELA, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41355156,"THIAGO TERRA, C E C-M-EF M PROF",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41033264,"TIRADENTES, E E-EF ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41033280,"TSURU OGUIDO, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41033302,"UBEDULHA C OLIVEIRA, CE PROF-EFM ETI P N",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,IBIPORA,41144252,"ULYSSES GUIMARAES, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,IBIPORA,41029445,"UNIDADE P KAROLINE V A LUAN A S,C E-EFMP",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,CAMBE,41143540,"VALDIR U DE AZEVEDO, E E-EF",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41033370,"VANI RUIZ VIESSI, C E C-M PROFA-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,BELA VISTA DO PARAISO,41021592,"VARGAS, C E C-M PRES-EF M",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41033396,"VICENTE RIJO, C E-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,PRIMEIRO DE MAIO,41022190,"VILA GANDHI, E E C-EF",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41159586,"VISTA BELA, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,JAGUAPITA,41020170,"WALDEMIRO PEDROSO, E E DR-EF",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41406621,"WARTA, C E DA-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41033434,"WILLIE DAVIDS, C E DR-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - LONDRINA                             ,LONDRINA,41030486,"WISTREMUNDO R P GARCIA, C E C-M PE-EFM P",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41023536,"ADAILE M LEITE, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,ASTORGA,41018982,"ADOLPHO O FRANCO, C E GOV- EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41023552,"ALBERTO J BYINGTON JR, C EC-M-EF M PROFI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41023560,"ALFREDO MOISES MALUF, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,SARANDI,41025059,"ANTONIO FCO LISBOA, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41024419,"APLICACAO PED DA UEM, C DE-EF M",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,FLORESTA,41022750,"ARTHUR C E SILVA, E E C-M PRES-EF",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,SANTA FE,41020898,"ARTHUR DA C E SILVA, C E MAL-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,ANGULO,41018966,"BASILIO PERTSEW, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARIALVA,41023226,"BENEDITO R DE SOUZA, E E C -EF",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,OURIZONA,41022890,"BENOIL F M BOSKA, C E PROF-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41023706,"BRANCA DA MOTA FERNANDES, C E-EF M PROFI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41023714,"BRASILIO ITIBERE, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,DOUTOR CAMARGO,41022548,"CAMARGO, C E DR-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41023811,"CAXIAS, C E C-M DQ DE-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,COLORADO,41019652,"CECILIA MEIRELES, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,SANTA FE,41020910,"CECILIA MEIRELES, E E C-M-EF",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,COLORADO,41143876,CEEBJA DE COLORADO-EF M,Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41144759,CEEBJA PROF MANOEL R SILVA-EF M,Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41357531,CEEBJA PROFA TOMIRES M CARVALHO-EF M,Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,SARANDI,41357523,CEEBJA SARANDI-EF M,Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,COLORADO,41168208,CENTRO EST ED PROF AGRIC AGROEDUCAR,Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41167155,CENTRO EST ED PROF PE JOSEIR SVERSUTTI,Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARIALVA,41144872,"CONJUNTO JOAO DE BARRO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,SARANDI,41145500,"CORA CORALINA, C E C-M-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,IGUARACU,41019920,"CYRO P DE CAMARGO, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,FLORIDA,41019814,"DENISE C ALBUQUERQUE, CE PROFA-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41023927,"DIRCE DE A MAIA, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,ASTORGA,41019083,"EGIDIO BALLAROTTI, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41023978,"ELVIRA B DOS SANTOS, E E-EF ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARIALVA,41023242,"FELIPE S BITTENCOURT, C E DR-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41147537,"FLORIANO, E E C DE-EF",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MANDAGUACU,41020286,"FRANCISCO J PERIOTO, E E C-M PROF-EF",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41024044,"GASTAO VIDIGAL, C E DR-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,ITAMBE,41022831,"GIAMPERO MONACCI, E E PROF-E ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,PAICANDU,41024915,"HEITOR DE A FURTADO, E E-EF ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,SARANDI,41384717,"HELENA KOLODY, C E-EF M P",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,FLORAI,41022696,"HONORIO FAGAN, E E-EF ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,ATALAIA,41019296,"HUMBERTO DE CAMPOS, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41024060,INST ED E MARINGA-EF M N PROFIS,Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41024079,"IPIRANGA, C E C-M-EF M",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,NOSSA SENHORA DAS GRACAS,41020553,"IVAN F A SILVA FILHO, C E DR-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,PAICANDU,41024923,"IZABEL, C E C-M PRINC-EFM",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,SARANDI,41025105,"JARDIM INDEPENDENCIA, C E DO-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,SARANDI,41025113,"JARDIM PANORAMA, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,SARANDI,41148517,"JARDIM UNIVERSITARIO, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41024125,"JOAO DE F PIOLI, C E-EF M P",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,PAICANDU,41024940,"JOSE DE ANCHIETA, C E C-EF M",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MUNHOZ DE MELLO,41020499,"JOSE F SALDANHA, C E ENG-EF  ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MANDAGUARI,41023080,"JOSE LUIZ GORI, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARIALVA,41023315,"JURACY R S ROCHA, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41024192,"JUSCELINO K OLIVEIRA, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41024206,"KENNEDY, C E PRES-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,SARANDI,41162030,"LUIZ ZANCHIM, C E C-M VER-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MANDAGUACU,41353218,MANDAGUACU-C E DE-EF M,Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,SANTO INACIO,41021010,"MANOEL F ALMEIDA, E E C-M DR-EF",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,SAO JORGE DO IVAI,41022955,"MARCIA VAZ T ABREU, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41024281,"MARCO A PIMENTA, C E C-M -EFMP",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,PRESIDENTE CASTELO BRANCO,41020871,"MARIA C N DE SOUZA, C E-EF ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,COLORADO,41019741,"MONTEIRO LOBATO, C E-EF ETI EM P",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,FLORESTA,41022793,"MONTEIRO LOBATO, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,PAICANDU,41024931,"NEIDE BERTASSO BERALDO, C E-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,ITAMBE,41022840,"OLAVO BILAC, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,SARANDI,41025237,"OLAVO BILAC, C E-EF M ETI P N",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,LOBATO,41020189,"OSVALDO ARANHA, E E C-M - EF ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,PAICANDU,41024982,"PAICANDU, C E-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MANDAGUACU,41020367,"PARIGOT DE SOUZA, C E-EF M N PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41024494,"PARQUE ITAIPU, C E DO-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,SANTO INACIO,41021037,"PEDRO I, C E D-EF M PROFIS",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARIALVA,41023382,"PEDRO V PARIGOT SOUZA, C E C-M-EF M P",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41160517,"POL MILITAR, C DA-EF M",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41024630,"RODRIGUES ALVES, C E-EF M ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARIALVA,41023439,"ROMARIO MARTINS, C E-EF ETI EM",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41024656,"RUI BARBOSA, C E-EF M",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,LOBATO,41020197,"RUI BARBOSA, C E-EM ETI",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,ASTORGA,41019202,"RUI BARBOSA, E E-EF",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MANDAGUARI,41144937,"SANTA CLARA, CEEBJA-EF EM",Ativo
NUCLEO REG. EDUCACAO - MARINGA                              ,MARINGA,41024680,"SANTA MARIA GORETTI, C E-EF M PROFIS",Ativo
